year,rank,name,familyid,networth,dropoff_reason,dropoff_networth,sample
1998,85,"Getty, Gordon Peter",2,2000,,,1
1998,86,"Bloomberg, Michael Rubens",568,2000,,,1
1998,87,"Duffield, David A",629,1900,,,1
1998,88,"Helmsley, Leona Mindy Rosenthal",12,1800,,,1
1998,89,"Marcus, Bernard",559,1800,,,1
1998,90,"Davidson, William Morse",286,1800,,,1
1998,91,"Huizenga, Harry Wayne",556,1800,,,1
1998,92,"Stern, Leonard Norman",28,1700,,,1
1998,93,"Dolan, Charles Francis",387,1700,,,1
1998,94,"Lauren, Ralph",391,1700,,,1
1998,95,"LeFrak, Samuel Jayson",24,1700,,,1
1998,96,"Van Beuren, Hope Hill",82,1700,,,1
1998,97,"Carlson, Curtis Leroy",33,1700,death,,1
1998,98,"Sturm, Donald L",710,1700,,,1
1998,99,"Johnson, Barbara Piasecka",123,1700,,,1
1998,100,"Fribourg, Michel",40,1700,other,,1
1998,101,"Robertson, Julian H Jr",687,1700,,,1
1998,102,"Hall, Donald Joyce",95,1600,,,1
1998,103,"Hearst, Randolph Apperson",98,1600,,,1
1998,104,"Wexner, Leslie Herbert",213,1600,,,1
1998,105,"Spielberg, Steven Allen",459,1600,,,1
1998,106,"Johnson, Charles Bartlett",561,1600,,,1
1998,107,"Weber, Charlotte Colket",82,1600,,,1
1998,108,"Bezos, Jeffrey P",711,1600,,,1
1998,109,"Zell, Samuel",408,1600,,,1
1998,110,"McVaney, C Edward",672,1500,,,1
1998,111,"Mays, L Lowry",665,1500,,,1
1998,112,"Pohlad, Carl Ray",330,1500,,,1
1998,113,"Allen, Herbert Anthony Jr",203,1500,,,1
1998,114,"Schwab, Charles R",593,1500,,,1
1998,115,"Bechtel, Stephen Davison Jr",11,1500,,,1
1998,116,"Bechtel, Riley P",11,1500,,,1
1998,117,"Sarofim, Fayez Shalaby",436,1500,,,1
1998,118,"McGovern, Patrick Joseph",206,1500,,,1
1998,119,"Trump, Donald John",220,1500,,,0
1998,120,"Sall, John",656,1500,,,1
1998,121,"DeVos, Richard Marvin",58,1500,,,1
1998,122,"Washington, Dennis",504,1500,,,1
1998,123,"Goldman, Richard N",306,1400,,,1
1998,124,"Simmons, Harold Clark",297,1400,,,1
1998,125,"Mellon, Paul",22,1400,death,,1
1998,126,"Van Andel, Jay",57,1400,,,1
1998,127,"Naify, Robert Allen",422,1400,,,1
1998,128,"Rockefeller, Laurance Spelman",6,1400,,,1
1998,129,"Morgridge, John P",669,1300,,,1
1998,130,"Farmer, Richard T",549,1300,,,1
1998,131,"Ryan, Patrick George",364,1300,,,1
1998,132,"Udvar-Hazy, Steven Ferencz",584,1300,,,1
1998,133,"Gerry, Alan",583,1300,,,1
1998,134,"Miller, Sydell",634,1300,,,1
1998,135,"McCombs, Billy Joe (Red)",662,1300,,,1
1998,136,"Kaiser, George B",576,1300,,,1
1998,137,"Stephens, Jackson Thomas",284,1300,,,1
1998,138,"Troutt, Kenny A",653,1300,,,1
1998,139,"Spangler, Clemmie Dixon Jr",539,1300,,,1
1998,140,"Bass, Perry Richardson",7,1300,,,1
1998,141,"Munger, Charles Thomas",589,1200,,,1
1998,142,"Ziff, Daniel Morton",81,1200,,,1
1998,143,"Taylor, Glen",688,1200,,,1
1998,144,"Field, Frederick Woodruff",209,1200,,,1
1998,145,"Stempel, Ernest E",554,1200,,,1
1998,146,"Marshall, E Pierce",497,1200,,,1
1998,147,"Butt, Charles Clarence",483,1200,,,0
1998,148,"Gates, Charles Cassius Jr",36,1200,,,1
1998,149,"Johnson, Rupert Harris Jr",561,1200,,,1
1998,150,"Winnick, Gary",712,1200,,,1
1998,151,"Ziff, Robert David",81,1200,,,1
1998,152,"Rich, Robert Edward Sr",312,1200,,,1
1998,153,"Dedman, Robert Henry Sr",362,1200,,,1
1998,154,"Batten, Frank Sr",162,1200,,,1
1998,155,"Booth, Franklin Otis Jr",713,1200,,,1
1998,156,"Ziff, Dirk Edward",81,1200,,,1
1998,157,"Rainwater, Richard Edward",455,1100,,,1
1998,158,"Marriott, Richard Edwin",114,1100,,,0
1998,159,"Jamail, Joseph Dahr Jr",508,1100,,,1
1998,160,"McCaw, Bruce R",432,1100,,,1
1998,161,"Peery, Richard Taylor",447,1100,,,1
1998,162,"Menard, John R Jr",612,1100,,,1
1998,163,"Hughes, Bradley Wayne",658,1100,,,1
1998,164,"Rockefeller, Winthrop Paul",6,1100,,,1
1998,165,"Arrillaga, John",446,1100,,,1
1998,166,"Littlefield, Edmund Wattis",450,1100,,,1
1998,167,"Bass, Edward Perry",7,1100,,,1
1998,168,"Gaylord, Edward Lewis",27,1100,,,1
1998,169,"McCaw, Keith W",432,1100,,,1
1998,170,"Moran, James Martin",496,1100,,,1
1998,171,"Harbert, Marguerite",329,1100,,,1
1998,172,"Waitt, Norman W Jr",605,1100,,,1
1998,173,"Scaife, Richard Mellon",22,1100,,,1
1998,174,"Cook, William Alfred",471,1100,,,1
1998,175,"Ford, William Clay Sr",253,1100,,,1
1998,176,"Gonda, Louis L",590,1100,,,1
1998,177,"Emmerson, Archie Aldis (Red)",686,1100,,,1
1998,178,"Anselmo, Mary",657,1100,,,1
1998,179,"Lindemann, George L",499,1000,,,1
1998,180,"Goldsbury, Christopher",625,1000,,,1
1998,181,"McCaw, John Elroy Jr",432,1000,,,1
1998,182,"Sobrato, John Albert",714,1000,,,1
1998,183,"Zuckerman, Mortimer Benjamin",138,1000,,,1
1998,184,"Fisher, John J",385,1000,,,1
1998,185,"Tyson, Donald John",393,1000,,,1
1998,186,"Jobs, Steven Paul",204,1000,,,1
1998,187,"Jannard, James",626,1000,,,1
1998,188,"Schneider, Donald J",608,1000,,,1
1998,189,"Burkle, Ronald",715,1000,,,1
1998,190,"Laurie, Nancy Walton",13,990,,,1
1998,191,"Murdock, David Howard",43,990,,,1
1998,192,"Kroenke, Ann Walton",13,990,,,1
1998,193,"Ueltschi, Albert Lee",302,980,,,1
1998,194,"Wang, Charles B",641,975,,,1
1998,195,"Galvin, Robert William",160,975,,,1
1998,196,"Rich, Marc David",227,975,,,1
1998,197,"Flatley, Thomas John",467,975,,,1
1998,198,"Blank, Arthur M",563,970,,,1
1998,199,"Gonda, Leslie L",590,960,,,1
1998,200,"Lewis, Peter Benjamin",579,950,,,1
1998,201,"Stowers, James Evans Jr",586,940,,,1
1998,202,"Birck, Michael",664,930,,,1
1998,203,"Williams, Arthur L Jr",516,925,,,1
1998,204,"White, Dean V",663,925,,,1
1998,205,"Green, Pincus",83,925,,,1
1998,206,"Haas, John Charles",423,920,,,1
1998,207,"Strawbridge, George Jr",82,920,,,1
1998,208,"Chace, Malcolm Green III",681,910,,,1
1998,209,"Wister, Diana Strawbridge Norris",82,900,,,1
1998,210,"Kravis, Henry R",417,900,,,1
1998,211,"Nicholas, Henry Thompson III",716,900,,,1
1998,212,"Disney, Roy Edward",134,900,,,1
1998,213,"Naify, Marshall",422,900,,,1
1998,214,"Hearst, William Randolph III",98,900,,,1
1998,215,"Roberts, George R",415,900,,,1
1998,216,"Berg, Carl Edwin",717,900,,,1
1998,217,"Edson, John Orin",424,900,,,1
1998,218,"Flinn, Lawrence Jr",628,900,,,1
1998,219,"Carell, Monroe J",696,900,,,1
1998,220,"Rales, Steven M",640,890,,,1
1998,221,"Rales, Mitchell P",640,880,,,1
1998,222,"Haas, Peter E Jr",306,875,,,1
1998,223,"Opperman, Dwight Darwin",627,875,,,1
1998,224,"Egan, Richard J",618,870,,,1
1998,225,"Rock, Arthur J",303,870,,,1
1998,226,"Kovner, Bruce",572,850,,,1
1998,227,"Samueli, Henry",718,850,,,1
1998,228,"Murphy, Wendell H",689,850,other,,1
1998,229,"Druckenmiller, Stanley",648,850,,,1
1998,230,"Filo, David",719,840,,,1
1998,231,"Taubman, Adolph Alfred",19,840,,,1
1998,232,"Lee, Thomas Haskell",600,840,,,1
1998,233,"Peltz, Nelson",503,840,,,1
1998,234,"Cargill, James R",136,840,,,1
1998,235,"Cargill, Margaret Anne",136,840,,,1
1998,236,"Holding, Robert Earl",606,830,,,1
1998,237,"Lindner, Carl Henry Jr",170,830,,,1
1998,238,"Yang, Jerry",720,830,,,1
1998,239,"Kohlberg, Jerome Spiegel Jr",414,830,,,1
1998,240,"DeBartolo, Edward John Jr",25,830,,,1
1998,241,"Kimmel, Sidney",564,825,,,1
1998,242,"Hubbard, Stanley Stub",120,825,,,1
1998,243,"Milliken, Roger",38,820,,,1
1998,244,"York, Denise Debartolo",692,820,,,1
1998,245,"Haas, Josephine B",306,820,,,1
1998,246,"Geballe, Frances Koshland",306,820,,,1
1998,247,"Butler, Sarah Turner",88,815,,,1
1998,248,"Turner, William Butler",88,815,,,1
1998,249,"Corn, Elizabeth Turner",88,815,,,1
1998,250,"Marriott, John Willard Jr",114,810,,,0
1998,251,"Fisher, William F",385,810,,,0
1998,252,"Haas, Evelyn Danzig",306,810,,,1
1998,253,"Honickman, Harold",659,800,,,1
1998,254,"Solow, Sheldon Henry",207,800,,,1
1998,255,"Cooke, Phoebe Hearst",98,800,,,1
1998,256,"Hearst, George Randolph Jr",98,800,,,1
1998,257,"Marshall, Barbara Hall",95,800,,,1
1998,258,"Hearst, Austin",98,800,,,1
1998,259,"Reid, Elizabeth Ann Hall",398,800,,,1
1998,260,"Golisano, Blase Thomas",707,800,,,1
1998,261,"Boudjakdji, Millicent V",98,800,,,1
1998,262,"Heyman, Samuel J",541,800,other,,1
1998,263,"Lenfest, Harold Fitzgerald",684,800,,,1
1998,264,"Hearst, David Whitmire Jr",98,800,,,1
1998,265,"Schulze, Richard M",721,800,,,1
1998,266,"Park, Raymond P",690,800,,,1
1998,267,"Haas, Robert Douglas",306,780,,,1
1998,268,"Copley, Helen Kinney",182,775,,,1
1998,269,"Joseph, George",594,775,other,,1
1998,270,"Quadracci, Harry V",638,775,,,1
1998,271,"Fisher, Robert J",385,760,,,1
1998,272,"Ford, Josephine Clay",253,760,,,1
1998,273,"Thorne, Oakleigh Blakeman",119,760,,,1
1998,274,"Green, Joshua III",694,760,,,1
1998,275,"Herb, Marvin J",88,750,,,1
1998,276,"Adams, Richard L",697,750,,,1
1998,277,"Singleton, Henry Earl",223,750,death,,1
1998,278,"Price, Michael F",670,750,,,1
1998,279,"Robinson, Jesse Mack",443,740,,,1
1998,280,"Abramson, Leonard",562,740,,,1
1998,281,"Johnston, Summerfield K Jr",88,730,,,1
1998,282,"Colket, Tristram C Jr",82,725,other,,1
1998,283,"Davenport, Elizabeth Lupton",51,725,,,1
1998,284,"Lupton, John Thomas",51,725,,,1
1998,285,"Hess, Leon",60,720,death,,1
1998,286,"Eisner, Michael D",598,710,,,1
1998,287,"Rowland, Pleasant",722,700,other,,1
1998,288,"Bartmann, Kathryn A",700,700,other,,1
1998,289,"Earhart, Anne Catherine Getty",2,700,,,1
1998,290,"Milken, Michael Robert",382,700,,,1
1998,291,"Perry, Claire Eugenia Getty",2,700,,,1
1998,292,"Fisher, Max Martin",157,700,,,1
1998,293,"Getty, Caroline Marie",2,700,,,1
1998,294,"Bartmann, William R",700,700,other,,1
1998,295,"May, Cordelia Scaife",22,690,,,1
1998,296,"Ebbers, Bernard J",723,690,,,1
1998,297,"Petersen, Robert Einar",212,680,,,1
1998,298,"Roberts, Ralph J",581,680,other,,1
1998,299,"Winfrey, Oprah",651,675,,,1
1998,300,"Hascoe, Norman",603,675,,,1
1998,301,"Krehbiel, John Hammond Jr",283,675,,,1
1998,302,"Weill, Sanford",693,675,,,1
1998,303,"Heinz, Teresa F",77,675,other,,1
1998,304,"Simon, Melvin",106,660,other,,1
1998,305,"McLane, Robert Drayton Jr",515,660,,,1
1998,306,"McCormack, Mark",630,650,,,1
1998,307,"Feld, Kenneth",602,650,,,1
1998,308,"Katzenberg, Jeffrey",724,650,,,1
1998,309,"Frist, Thomas F Jr",565,650,,,1
1998,310,"Liemandt, Joseph A",675,650,,,1
1998,311,"McNair, Robert C",660,650,,,1
1998,312,"Anderson, John Edward",480,650,,,1
1998,313,"Koch, Frederick Robinson",61,650,,,1
1998,314,"Shorenstein, Walter Herbert",75,650,,,1
1998,315,"Koch, William Ingraham",61,650,,,1
1998,316,"Olde, Ernest J",642,650,other,,1
1998,317,"Haworth, Richard G",725,650,,,1
1998,318,"Shirley, Jon",726,650,,,1
1998,319,"Green, Holcombe T Jr",727,640,other,,1
1998,320,"Chernick, Aubrey",704,640,,,1
1998,321,"Cook, Jane Bancroft",127,625,other,,1
1998,322,"Teel, Joyce Raley",616,625,,,1
1998,323,"Saul, Bernard Francis II",521,615,other,,1
1998,324,"Drexler, Millard S",728,615,,,1
1998,325,"Daniels, Robert William Jr",532,610,,,1
1998,326,"Hunt, Caroline Rose",3,610,other,,1
1998,327,"Connell, William",671,600,other,,1
1998,328,"Monaghan, Thomas Stephen",339,600,,,1
1998,329,"Spanos, Alexander Gus",300,600,,,1
1998,330,"Adelson, Sheldon",646,600,,,1
1998,331,"Karmanos, Peter",729,600,,,1
1998,332,"Bennett, William Gordon",359,600,other,,1
1998,333,"Levy, Leon",623,600,,,1
1998,334,"Werner, Tom",730,600,other,,1
1998,335,"Ruffin, Phillip",731,600,,,1
1998,336,"Ilitch, Michael",557,600,other,,1
1998,337,"Ansin, Edmund Newton",342,600,other,,1
1998,338,"Pennington, Irene Wells",338,600,other,,1
1998,339,"Carsey, Marcy",732,600,other,,1
1998,340,"Lyon, Frank Jr",596,590,,,1
1998,341,"Douglas, Jean W",705,590,,,1
1998,342,"Wege, Peter M",733,590,other,,1
1998,343,"Speer, Roy Merrill",399,580,,,1
1998,344,"Sperling, Peter",734,580,other,,1
1998,345,"Ergen, Charles",706,570,,,1
1998,346,"Adderley, Terence E",354,570,other,,1
1998,347,"Manoogian, Richard Alexander",299,570,,,1
1998,348,"Pictet, Marion MacMillan",136,560,other,,1
1998,349,"Pamplin, Robert Boisseau Jr",449,560,other,,1
1998,350,"MacMillan, Whitney",136,560,other,,1
1998,351,"MacMillan, W Duncan",136,560,other,,1
1998,352,"Kim, Jeong H",735,560,other,,1
1998,353,"MacMillan, Cargill Jr",136,560,other,,1
1998,354,"Bass, Anne Hendricks",7,560,other,,1
1998,355,"Keinath, Pauline MacMillan",136,560,other,,1
1998,356,"Koshland, Daniel E Jr",306,560,other,,1
1998,357,"MacMillan, John Hugh III",136,560,other,,1
1998,358,"Magerko, Margaret Hardy",736,560,,,1
1998,359,"Smith, Frederick Wallace",230,550,,,1
1998,360,"Hicks, Thomas O",737,550,,,1
1998,361,"Bose, Amar Gopal",611,550,,,1
1998,362,"Litwin, Leonard",345,550,other,,1
1998,363,"Sperling, John G",734,550,other,,1
1998,364,"Nash, Jack",680,550,other,,1
1998,365,"Strong, Richard S",702,550,other,,1
1998,366,"Singh, Rajendra",738,540,,,1
1998,367,"Haas, Margaret E",306,540,other,,1
1998,368,"Levine, Stuart Robert",546,540,,,1
1998,369,"Mills, Alice Francis du Pont",37,540,other,,1
1998,370,"Subotnick, Stuart",649,540,,,1
1998,371,"Kellogg, William S",739,540,,,1
1998,372,"Sharp, Hugh Rodney III",37,540,other,,1
1998,373,"Comer, Gary Campbell",428,530,,,1
1998,374,"Clayton, James Lee",577,530,other,,1
1998,375,"Morris, William Charles",740,530,other,,1
1998,376,"Mathile, Clayton Lee",545,530,,,1
1998,377,"du Pont, Irenee Jr",37,525,other,,1
1998,378,"Jones, Jerral Wayne",622,525,,,1
1998,379,"Darden, Constance Simons du Pont",37,525,other,,1
1998,380,"Maughan, Rex",703,525,other,,1
1998,381,"Forstmann, Theodore",741,525,,,1
1998,382,"Milken, Lowell Jay",382,525,other,,1
1998,383,"Sant, Roger W",742,520,,,1
1998,384,"Tharaldson, Gary",708,520,other,,1
1998,385,"Pennington, William Norman",360,520,other,,1
1998,386,"Marion, Anne Windfohr",313,510,other,,1
1998,387,"Schwab, Leslie B",701,510,other,,1
1998,388,"Tu, John",644,505,other,,1
1998,389,"Sun, David",645,505,other,,1
1998,390,"Rennert, Ira L",743,500,other,,1
1998,391,"Connell, Grover",133,500,,,1
1998,392,"Marks, Nancy Smith Lurie",615,500,other,,1
1998,393,"Sommer, Viola",537,500,other,,1
1998,394,"George, Mary Hulman",379,500,other,,1
1998,395,"Smith, Richard Alan",242,500,other,,1
1998,396,"Wasserman, Lewis Robert",188,500,other,,1
1998,397,"Hardesty, Floyd Roger",137,500,other,,1
1998,398,"Gallo, Ernest",142,500,,,1
1998,399,"Silverman, Henry",668,500,,,1
1998,400,"Hilton, William Barron",189,500,other,,1
1999,1,"Gates, William Henry III",36,85000,,,1
1999,2,"Allen, Paul Gardner",420,40000,,,1
1999,3,"Buffett, Warren Edward",66,31000,,,1
1999,4,"Ballmer, Steven Anthony",526,23000,,,1
1999,5,"Dell, Michael",555,20000,,,1
1999,6,"Walton, Jim C",13,17000,,,1
1999,7,"Walton, Helen R",13,17000,,,1
1999,8,"Walton, Alice L",13,17000,,,1
1999,9,"Walton, John T",13,17000,,,1
1999,10,"Walton, S Robson",13,17000,,,1
1999,11,"Moore, Gordon Earle",178,15000,,,1
1999,12,"Ellison, Lawrence Joseph",451,13000,,,1
1999,13,"Kluge, John Werner",163,11000,,,1
1999,14,"Anschutz, Philip Frederick",8,11000,,,1
1999,15,"Anthony, Barbara Cox",29,9700,,,1
1999,16,"Chambers, Anne Cox",29,9700,,,1
1999,17,"Redstone, Sumner Murray",237,9400,,,1
1999,18,"Bezos, Jeffrey P",711,7800,,,1
1999,19,"Johnson, Abigail",365,7400,,,1
1999,20,"Kerkorian, Kirk",168,7000,,,1
1999,21,"Turner, Robert Edward III",79,6900,,,1
1999,22,"Schwab, Charles R",593,6800,,,1
1999,23,"Murdoch, Keith Rupert",353,6800,,,1
1999,24,"Hewlett, William Redington",14,6600,,,1
1999,25,"McCaw, Craig O",432,6400,,,1
1999,26,"Waitt, Theodore W",605,6200,,,1
1999,27,"Pritzker, Robert Alan",47,5500,,,1
1999,28,"Mars, John Franklyn",9,5500,,,1
1999,29,"Pritzker, Thomas J",47,5500,,,1
1999,30,"Mars, Forrest Edward Jr",9,5500,,,1
1999,31,"Mars, Jacqueline",9,5500,,,1
1999,32,"Arison, Micky",72,5100,,,1
1999,33,"Knight, Philip Hampson",59,5000,,,1
1999,34,"Warner, H Ty",744,5000,,,1
1999,35,"Omidyar, Pierre M",745,4900,,,1
1999,36,"Ergen, Charles",706,4800,,,1
1999,37,"Newhouse, Donald Edward",16,4500,,,1
1999,38,"Newhouse, Samuel Irving Jr",16,4500,,,1
1999,39,"Goodnight, James",652,4500,,,1
1999,40,"Johnson, Samuel Curtis",34,4400,,,1
1999,41,"Icahn, Carl Celian",421,4200,,,1
1999,42,"Bronfman, Edgar Miles Sr",282,4200,,,0
1999,43,"Lauder, Leonard Alan",177,4100,,,1
1999,44,"Fisher, Doris Feigenbaum",385,4100,,,1
1999,45,"Lerner, Alfred",492,4100,,,1
1999,46,"Walker, Jay S",746,4100,,,1
1999,47,"Fisher, Donald George",385,4100,,,1
1999,48,"Soros, George",435,4000,,,1
1999,49,"Lauder, Ronald Steven",177,4000,,,1
1999,50,"Annenberg, Walter Hubert",10,4000,,,1
1999,51,"Hostetter, Amos Barr Jr",458,4000,,,1
1999,52,"Broad, Eli",511,4000,,,1
1999,53,"Huntsman, Jon Meade",501,3900,,,1
1999,54,"Bass, Lee Marshall",7,3900,,,1
1999,55,"Scott, Walter Jr",661,3800,,,1
1999,56,"Perelman, Ronald Owen",434,3800,,,1
1999,57,"Perot, Henry Ross Sr",48,3800,,,1
1999,58,"Greenberg, Maurice Raymond",321,3700,,,1
1999,59,"Johnson, Edward Crosby III",365,3700,,,1
1999,60,"Filo, David",719,3700,,,1
1999,61,"Yang, Jerry",720,3700,,,1
1999,62,"Simplot, John Richard",30,3600,,,1
1999,63,"Bass, Sid Richardson",7,3500,,,1
1999,64,"Davis, Marvin Harold",4,3500,,,1
1999,65,"Malone, John C",580,3400,,,1
1999,66,"Koch, David Hamilton",61,3400,,,1
1999,67,"Koch, Charles de Ganahl",61,3400,,,1
1999,68,"Bechtel, Stephen Davison Jr",11,3200,,,1
1999,69,"Bren, Donald Leroy",46,3200,,,1
1999,70,"Kroc, Joan Beverly",49,3200,,,1
1999,71,"Winnick, Gary",712,3200,,,1
1999,72,"Dolan, Charles Francis",387,3200,,,1
1999,73,"Bechtel, Riley P",11,3200,,,1
1999,74,"Bass, Robert Muse",7,3000,,,1
1999,75,"Hillman, Henry Lea",32,3000,,,1
1999,76,"Sturm, Donald L",710,3000,,,1
1999,77,"Morgridge, John P",669,2900,,,1
1999,78,"Crown, Lester",69,2900,,,1
1999,79,"Schulze, Richard M",721,2800,,,1
1999,80,"Taylor, Jack Crawford",527,2800,,,1
1999,81,"Ingram, Martha Robinson Rivers",519,2800,,,1
1999,82,"Sorenson, James LeVoy",296,2800,,,1
1999,83,"Wexner, Leslie Herbert",213,2700,,,1
1999,84,"Wrigley, William Jr",430,2700,,,1
1999,85,"Marcus, Bernard",559,2700,,,1
1999,86,"Malone, Mary Alice Dorrance",82,2700,,,1
1999,87,"Birck, Michael",664,2700,,,1
1999,88,"Geffen, David",488,2700,,,1
1999,89,"Perenchio, Andrew Jerrold",368,2700,,,1
1999,90,"Samueli, Henry",718,2600,,,1
1999,91,"Nicholas, Henry Thompson III",716,2600,,,1
1999,92,"Lucas, George",241,2500,,,1
1999,93,"Rockefeller, David Sr",6,2500,,,1
1999,94,"Bloomberg, Michael Rubens",568,2500,,,1
1999,95,"Naify, Robert Allen",422,2500,,,1
1999,96,"McCaw, Keith W",432,2400,,,1
1999,97,"Dorrance, Bennett",82,2400,,,1
1999,98,"McCaw, Bruce R",432,2400,,,1
1999,99,"Buffett, Susan Thompson",66,2400,,,1
1999,100,"Ricketts, J Joseph",747,2400,,,1
1999,101,"Glaser, Robert D",748,2400,,,1
1999,102,"Stern, Leonard Norman",28,2400,,,1
1999,103,"Nicholas, Peter M",607,2400,,,1
1999,104,"Tisch, Preston Robert",52,2300,,,1
1999,105,"Lenfest, Harold Fitzgerald",684,2300,,,1
1999,106,"Johnson, Barbara Piasecka",123,2300,,,1
1999,107,"Sall, John",656,2300,,,1
1999,108,"Abele, John E",609,2300,,,1
1999,109,"Mays, L Lowry",665,2200,,,1
1999,110,"McCaw, John Elroy Jr",432,2200,,,1
1999,111,"Fisher, John J",385,2200,,,1
1999,112,"Tisch, Laurence Alan",52,2100,,,1
1999,113,"Rowling, Robert",544,2100,,,1
1999,114,"McCombs, Billy Joe (Red)",662,2100,,,1
1999,115,"Fisher, Robert J",385,2100,,,1
1999,116,"Batten, Frank Sr",162,2100,,,1
1999,117,"Getty, Gordon Peter",2,2100,,,1
1999,118,"Hunt, Ray Lee",3,2100,,,1
1999,119,"Davidson, William Morse",286,2100,,,1
1999,120,"Udvar-Hazy, Steven Ferencz",584,2000,,,1
1999,121,"Magness, Gary",374,2000,,,1
1999,122,"Spielberg, Steven Allen",459,2000,,,1
1999,123,"Galvin, Robert William",160,2000,,,1
1999,124,"Flinn, Lawrence Jr",628,2000,,,1
1999,125,"Magness, Kim",374,2000,,,1
1999,126,"LeFrak, Samuel Jayson",24,2000,,,1
1999,127,"Gerry, Alan",583,2000,,,1
1999,128,"Haas, Peter E Sr",306,1900,other,,1
1999,129,"Wetherell, David S",749,1900,,,1
1999,130,"Johnson, Charles Bartlett",561,1900,,,1
1999,131,"Van Andel, Jay",57,1900,,,1
1999,132,"DeVos, Richard Marvin",58,1800,,,1
1999,133,"Lauren, Ralph",391,1800,,,1
1999,134,"McGovern, Patrick Joseph",206,1800,,,1
1999,135,"Helmsley, Leona Mindy Rosenthal",12,1800,,,1
1999,136,"Sarofim, Fayez Shalaby",436,1800,,,1
1999,137,"Zell, Samuel",408,1800,,,1
1999,138,"Clark, James H",633,1800,,,1
1999,139,"Naify, Marshall",422,1700,death,,1
1999,140,"Huizenga, Harry Wayne",556,1700,,,1
1999,141,"Pohlad, Carl Ray",330,1700,,,1
1999,142,"Miller, Sydell",634,1700,,,1
1999,143,"Robertson, Julian H Jr",687,1700,,,1
1999,144,"Hall, Donald Joyce",95,1700,,,1
1999,145,"Wang, Charles B",641,1600,,,1
1999,146,"Washington, Dennis",504,1600,,,1
1999,147,"Allen, Herbert Anthony Jr",203,1600,,,1
1999,148,"Hearst, Randolph Apperson",98,1600,,,1
1999,149,"Gonda, Louis L",590,1600,,,1
1999,150,"Harbert, Marguerite",329,1600,,,1
1999,151,"Trump, Donald John",220,1600,,,0
1999,152,"Stempel, Ernest E",554,1600,,,1
1999,153,"Marriott, Richard Edwin",114,1600,,,0
1999,154,"Hamilton, Dorrance (Dodo) Hill",82,1600,,,1
1999,155,"Stephens, Jackson Thomas",284,1600,,,1
1999,156,"Spangler, Clemmie Dixon Jr",539,1600,,,1
1999,157,"Littlefield, Edmund Wattis",450,1600,,,1
1999,158,"Mathile, Clayton Lee",545,1600,,,1
1999,159,"Rockefeller, Laurance Spelman",6,1500,,,1
1999,160,"Waitt, Norman W Jr",605,1500,,,1
1999,161,"Lindemann, George L",499,1500,,,1
1999,162,"Johnson, Rupert Harris Jr",561,1500,,,1
1999,163,"Blank, Arthur M",563,1500,,,1
1999,164,"Van Beuren, Hope Hill",82,1500,,,1
1999,165,"Weber, Charlotte Colket",82,1500,,,1
1999,166,"Case, Stephen M",750,1500,,,1
1999,167,"Simonyi, Charles",751,1500,,,1
1999,168,"Taylor, Glen",688,1500,,,1
1999,169,"Goldman, Richard N",306,1500,,,1
1999,170,"Marshall, E Pierce",497,1500,,,1
1999,171,"Siebel, Thomas M",752,1500,,,1
1999,172,"McCaw, Wendy",432,1500,,,1
1999,173,"Menard, John R Jr",612,1500,,,1
1999,174,"Ford, William Clay Sr",253,1400,,,1
1999,175,"Rales, Mitchell P",640,1400,,,1
1999,176,"Farmer, Richard T",549,1400,,,1
1999,177,"Egan, Richard J",618,1400,,,1
1999,178,"Rich, Robert Edward Sr",312,1400,,,1
1999,179,"Ebbers, Bernard J",723,1400,,,1
1999,180,"Simmons, Harold Clark",297,1400,,,1
1999,181,"Gonda, Leslie L",590,1400,,,1
1999,182,"Rales, Steven M",640,1400,,,1
1999,183,"Williams, Arthur L Jr",516,1400,,,1
1999,184,"Adams, Richard L",697,1400,,,1
1999,185,"Rock, Arthur J",303,1400,,,1
1999,186,"Haas, John Charles",423,1300,,,1
1999,187,"Bass, Perry Richardson",7,1300,,,1
1999,188,"Booth, Franklin Otis Jr",713,1300,,,1
1999,189,"Peery, Richard Taylor",447,1300,,,1
1999,190,"Jacobs, Irwin Mark",753,1300,,,1
1999,191,"Kaiser, George B",576,1300,,,1
1999,192,"Laurie, Nancy Walton",13,1300,,,1
1999,193,"Yuen, Henry C",754,1300,,,1
1999,194,"Arrillaga, John",446,1300,,,1
1999,195,"Hubbard, Stanley Stub",120,1300,,,1
1999,196,"Kroenke, Ann Walton",13,1300,,,1
1999,197,"Gates, Charles Cassius Jr",36,1300,,,1
1999,198,"Garofalo, Stephen A",755,1300,,,1
1999,199,"Field, Frederick Woodruff",209,1200,,,1
1999,200,"Gaylord, Edward Lewis",27,1200,,,1
1999,201,"Rockefeller, Winthrop Paul",6,1200,,,1
1999,202,"Munger, Charles Thomas",589,1200,,,1
1999,203,"Sant, Roger W",742,1200,,,1
1999,204,"Jobs, Steven Paul",204,1200,,,1
1999,205,"Braddock, Richard S",756,1200,other,,1
1999,206,"Dedman, Robert Henry Sr",362,1200,,,1
1999,207,"Ziff, Dirk Edward",81,1200,,,1
1999,208,"Fisher, William F",385,1200,,,0
1999,209,"Ziff, Daniel Morton",81,1200,,,1
1999,210,"Stowers, James Evans Jr",586,1200,,,1
1999,211,"Ryan, Patrick George",364,1200,,,1
1999,212,"Cuban, Mark",757,1200,,,1
